treat,buttonpresses,bpressestest,age,gender,education,conscientious1,conscientious2_r,conscientious3,conscientious4,agreeable1,agreeable2_r,neurotic1,neurotic2_r,open1_r,open2,extraversion1_r,extraversion2,altruism1,altruism2,risk1,posreciprocity1,posreciprocity2,socialcomp1,socialcomp2_r,socialcomp3,competition1,competition2,competition3,competition4,risks5,risks6,risks8,risks9,risks12,risks13,risks15,risks16,risks20,risks21,risks23,risks24,risks27,risks28,risks30,risks31,loss1,loss_change,treat_1,treat_2,treat_3,treat_4,treat_5,treat_6,treat_7
6,3200,92,34,0,4,4,2,4,4,4,2,4,2,1,5,4,4,0,8,7,1,10,4,2,1,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,2202,59,25,1,7,3,3,3,4,4,3,4,3,3,4,3,4,1500,7,9,5,8,3,4,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
7,2069,75,36,0,3,5,2,5,5,5,4,5,1,2,5,4,5,600,10,10,6,10,4,4,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1
3,2201,64,33,1,5,5,3,4,5,3,4,4,3,2,4,5,2,160,8,7,4,9,4,2,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0
2,2100,76,26,0,3,3,4,3,4,4,3,3,5,4,5,5,2,750,8,6,4,7,4,3,3,2,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
4,1303,40,70,0,3,5,1,5,5,4,3,5,1,2,4,2,4,100,1,6,4,10,5,2,2,5,4,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2,2509,60,36,0,4,4,2,5,5,4,2,5,1,1,5,2,5,160,8,7,4,10,5,2,3,4,4,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
1,898,32,25,0,5,5,5,3,3,4,4,5,5,4,4,4,5,40,9,8,4,9,4,5,4,3,4,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
7,1815,60,60,0,5,5,1,5,5,4,1,5,1,1,4,5,2,400,10,1,6,10,2,5,1,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
3,221,37,45,1,3,1,5,1,1,1,4,1,5,1,5,5,1,20,7,2,0,7,5,1,5,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
5,2344,62,33,0,1,4,1,5,4,1,1,5,4,1,4,4,4,0,10,7,0,10,1,1,1,4,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
3,1827,24,54,1,1,4,3,4,4,1,4,3,4,2,4,1,2,10,10,5,4,8,4,4,1,5,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
1,1045,21,65,1,5,5,1,5,5,4,2,3,3,2,3,2,4,200,8,2,6,10,3,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
7,543,71,26,0,5,4,4,4,4,4,4,4,2,1,5,4,4,200,8,7,4,10,2,4,1,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
2,1212,66,22,0,1,2,4,4,3,4,2,4,3,4,4,3,2,0,2,2,6,5,4,3,2,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
6,263,24,51,1,4,5,1,5,5,4,1,5,1,5,3,1,5,300,10,5,6,10,2,4,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
4,2508,52,56,1,4,5,2,5,5,5,2,2,4,1,5,4,2,160,10,7,4,10,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
2,2474,1,35,1,3,4,4,2,5,5,2,4,5,2,5,4,2,25,4,2,4,10,4,4,4,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
1,2462,67,70,0,4,4,2,4,4,4,2,4,2,1,5,3,2,20,8,4,2,8,2,4,2,3,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
5,1938,46,55,1,3,4,3,4,3,4,5,5,1,1,1,4,4,250,8,7,1,9,4,3,3,5,3,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
7,2137,82,28,0,4,4,2,4,4,4,3,4,3,5,4,4,2,100,6,6,1,6,4,4,2,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
4,2175,52,28,1,4,5,2,3,3,4,2,4,3,3,5,3,2,200,8,6,2,9,3,2,4,4,3,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
3,2186,71,23,1,1,5,3,5,5,5,3,3,4,1,3,2,3,15,5,8,0,9,5,4,1,3,3,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
5,2270,10,44,0,4,4,2,4,4,2,3,5,2,3,4,4,3,100,6,5,1,6,4,2,3,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4,2021,44,37,0,4,4,2,4,4,4,2,4,2,3,3,4,2,5,8,6,0,7,3,4,2,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
1,2000,40,64,1,1,5,1,5,4,2,3,4,1,1,5,2,3,200,9,4,3,9,4,3,3,4,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2,1051,43,38,0,5,5,5,4,4,5,4,4,4,5,5,4,5,1600,8,9,2,9,4,5,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0
6,1200,55,40,1,5,3,2,3,3,4,2,3,4,3,2,3,4,250,7,8,2,7,4,3,3,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
7,1,24,50,0,4,4,1,4,4,3,3,2,3,2,4,2,3,160,10,6,4,5,3,2,3,4,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3,1192,49,49,1,4,4,5,2,5,4,4,5,4,1,5,5,1,25,7,7,4,10,4,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
3,3047,69,34,0,4,4,4,4,4,4,2,5,2,4,4,2,4,10,7,3,5,9,4,2,4,4,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
5,2714,64,26,1,2,4,1,4,4,4,3,4,4,2,4,4,2,0,2,3,5,9,2,2,4,3,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
1,2023,51,57,1,3,4,1,4,4,2,4,3,4,4,5,2,3,160,9,3,3,5,4,3,3,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
2,2301,54,32,1,5,4,4,4,5,5,5,3,3,5,4,4,4,1500,10,9,4,10,4,5,4,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0
7,236,41,28,0,3,3,5,2,3,4,2,4,4,1,5,5,1,80,7,3,3,7,4,1,5,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
7,1703,22,43,1,4,5,1,5,5,1,1,5,1,4,3,4,5,300,10,5,5,10,5,5,1,4,3,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
5,1240,1,25,0,7,4,5,5,5,4,5,4,5,5,4,4,4,200,8,10,6,10,4,3,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0
1,1066,0,58,0,3,5,1,5,5,3,1,3,2,3,2,5,2,50,10,1,1,10,3,1,1,5,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,2401,54,19,0,3,3,4,3,5,4,4,3,4,4,2,4,2,160,7,4,5,7,5,2,4,4,5,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
4,2701,52,33,0,4,5,4,4,4,5,4,4,5,2,4,5,2,100,6,7,4,7,5,2,4,4,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
7,1751,8,56,1,4,4,3,4,4,5,3,2,3,2,3,3,3,20,8,7,1,10,4,2,3,5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
1,1890,34,37,1,2,4,2,4,5,4,5,4,2,4,3,4,4,0,10,1,5,10,4,2,4,5,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,2043,54,43,0,3,5,2,5,5,4,2,5,1,1,5,2,4,300,10,6,4,9,4,3,2,4,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
6,2838,65,69,0,4,4,2,4,4,4,2,5,2,2,4,4,3,200,9,7,4,9,3,3,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,2001,56,50,0,3,5,1,5,5,4,5,4,4,4,5,4,2,0,10,2,2,10,5,1,5,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
3,1882,46,42,1,4,5,1,5,5,4,2,1,5,4,5,4,2,0,5,1,4,9,5,1,3,3,4,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
5,2908,52,40,1,3,3,5,2,2,2,2,3,2,1,4,1,5,0,8,10,1,9,1,5,2,3,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
2,1200,5,59,0,1,3,2,3,3,5,4,4,1,3,1,3,4,20,5,2,5,10,3,3,1,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
6,1504,15,65,1,4,4,2,4,4,4,2,4,2,2,4,4,2,300,9,8,4,7,4,2,2,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
5,1745,43,78,1,5,5,1,5,5,4,3,5,2,3,2,5,2,1600,10,5,6,10,5,3,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0
3,2191,54,25,1,5,3,4,3,5,4,4,5,4,4,4,3,4,950,6,9,2,8,4,3,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0
1,2475,21,35,0,4,5,2,3,4,5,2,3,4,4,3,3,4,1500,8,6,4,6,4,3,5,3,2,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
7,1883,80,21,1,3,4,3,4,2,4,3,2,3,1,5,2,4,200,8,5,2,9,4,2,4,5,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
7,2141,55,32,0,4,4,4,4,4,5,2,3,3,4,4,4,3,160,9,7,4,9,2,4,2,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
1,2292,29,38,1,4,3,4,4,4,3,3,4,4,4,3,2,3,100,5,6,1,5,2,4,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
6,2241,82,25,0,4,4,4,4,4,5,3,5,2,2,3,5,3,160,5,5,4,10,4,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0
4,2681,61,25,0,4,4,2,4,4,4,2,4,2,2,4,2,4,0,6,6,0,6,1,2,4,3,4,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
2,2021,63,33,1,4,3,3,3,3,3,2,3,4,4,2,5,1,0,2,3,0,7,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
5,2039,60,70,1,4,3,3,4,3,4,2,5,1,2,3,4,3,800,10,3,2,8,2,4,2,3,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
3,1083,29,47,0,4,4,2,5,4,5,2,4,2,4,4,4,4,0,8,1,4,8,2,5,2,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
3,2135,55,41,0,4,5,1,5,5,4,1,3,4,1,5,5,2,600,8,3,5,7,4,2,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
1,1503,54,52,1,1,5,1,5,4,5,1,4,4,3,5,4,3,100,10,6,5,10,4,2,2,2,3,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
4,2011,67,38,0,5,5,2,3,5,3,2,3,3,2,4,4,2,600,8,3,5,9,4,2,4,3,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
2,2100,50,48,1,4,5,1,5,5,5,1,4,5,2,5,1,5,500,10,5,5,9,2,4,2,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
6,1614,43,55,1,2,5,1,4,5,4,2,2,4,2,4,4,2,60,10,5,3,10,2,4,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
5,1810,27,50,0,3,4,2,4,3,4,2,3,3,3,4,4,2,500,5,2,6,8,5,4,2,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
7,1777,32,78,0,5,5,1,5,5,5,1,5,1,1,5,1,5,800,10,3,5,10,3,5,5,1,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
1,2280,36,38,1,3,4,4,4,2,2,2,2,5,3,2,5,1,0,10,3,4,8,3,2,4,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,1000,21,69,0,5,3,3,5,4,4,4,2,2,2,5,4,4,100,6,1,0,8,4,2,2,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
4,2510,63,34,1,3,5,3,4,4,5,2,5,2,4,4,4,4,200,10,8,3,9,4,3,2,4,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
3,1822,61,28,1,4,2,4,2,2,1,1,2,5,1,5,5,1,160,10,0,0,10,4,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
5,2988,34,31,0,4,5,1,4,5,4,1,5,1,1,5,1,5,200,10,9,4,10,4,3,2,2,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
7,1323,32,72,1,3,4,2,2,2,4,4,2,5,4,1,5,2,100,7,2,1,8,4,2,2,4,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
2,2275,53,35,1,4,5,1,5,5,4,1,4,4,3,2,4,1,100,7,3,0,8,5,3,3,4,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
1,1761,36,63,1,5,5,1,4,5,5,1,2,1,2,5,2,4,0,10,0,6,10,4,5,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
7,211,0,36,1,4,5,5,4,4,4,4,4,4,5,5,5,5,50,9,10,1,9,5,4,5,4,5,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
5,1408,40,54,1,4,4,2,5,3,4,3,2,1,2,4,3,4,700,8,9,3,8,3,2,2,4,3,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
3,2165,32,53,0,1,5,1,4,5,4,2,4,2,1,5,4,5,200,10,2,6,10,4,2,1,2,5,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
6,2508,80,33,1,5,4,1,5,4,4,2,4,2,1,5,2,4,600,10,3,6,9,5,2,1,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
4,239,67,33,0,1,4,4,2,4,4,2,2,4,5,4,5,1,0,5,6,4,7,4,4,4,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
2,2177,45,32,0,5,5,2,5,3,5,4,4,2,3,4,4,4,1100,9,10,4,7,4,5,3,5,3,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7,2614,72,36,0,5,5,1,4,4,4,4,2,4,2,4,5,3,160,10,7,3,6,2,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1
4,2697,56,28,1,4,5,2,4,5,4,2,2,5,1,5,5,1,100,10,3,4,10,4,2,5,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
5,2570,70,35,0,4,4,3,4,4,2,3,3,4,1,5,4,3,200,10,6,4,9,4,2,3,4,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
1,2100,39,42,1,3,5,1,5,5,5,4,4,2,4,4,4,5,500,10,0,6,10,4,2,4,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,1700,62,21,0,1,4,3,4,5,4,2,4,2,3,3,4,4,0,6,8,1,7,3,3,2,4,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
3,2456,11,20,1,1,3,3,4,2,4,2,2,5,3,3,4,3,160,8,5,5,6,4,3,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
6,1718,41,23,1,4,4,3,4,4,3,3,2,4,1,4,4,2,200,6,2,2,6,4,2,4,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
5,1812,45,32,1,4,3,3,3,4,5,4,2,5,5,3,5,3,100,8,8,3,10,5,1,4,5,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
4,2110,37,41,1,5,4,4,5,4,5,4,4,4,4,4,4,4,1600,9,8,6,8,4,5,4,4,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
2,2001,83,29,1,7,5,2,4,5,4,3,4,3,4,3,2,3,100,6,4,5,8,4,2,4,4,4,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1,800,0,70,0,4,4,1,3,3,2,1,1,5,2,5,5,2,160,10,6,4,9,3,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
3,62,19,40,1,1,3,3,3,3,3,3,3,3,3,3,3,3,158,5,4,3,4,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0
5,2026,37,64,0,3,4,2,4,4,4,2,4,2,3,4,3,4,100,6,4,4,10,4,3,2,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
1,1500,31,62,1,3,5,1,5,5,5,3,4,2,2,4,4,2,100,8,3,2,8,4,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
2,2021,52,30,1,2,3,5,4,2,1,5,1,5,1,5,5,1,0,10,1,3,7,5,1,5,4,4,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
7,2090,48,39,1,1,5,1,5,5,5,1,5,3,4,3,4,4,600,9,9,6,10,5,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
4,2100,1,33,1,3,2,5,4,3,1,3,1,4,3,5,4,1,0,1,4,1,5,3,3,1,3,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
3,1962,55,47,0,5,4,4,4,4,5,5,5,4,2,3,5,4,200,8,7,3,9,4,2,4,4,5,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
6,2675,79,33,1,3,3,3,3,3,3,3,2,5,1,5,4,2,160,6,7,4,7,3,2,4,4,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
3,2282,22,59,1,3,4,2,4,4,4,2,4,2,4,3,4,4,100,8,8,4,8,3,3,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
4,2128,48,55,1,3,5,1,5,5,4,2,3,4,1,5,5,2,600,10,5,6,10,4,3,1,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
7,262,72,26,1,4,5,1,5,5,2,4,5,2,1,5,5,3,0,5,7,0,10,5,5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1
2,2153,43,25,1,5,4,4,3,4,3,4,4,3,5,5,4,4,1580,7,9,6,8,4,3,5,4,4,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
5,2156,63,30,0,5,4,3,4,5,4,5,4,4,4,4,5,5,1200,10,9,4,9,5,4,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0
5,322,1,41,1,4,3,2,5,4,2,2,1,2,5,4,4,3,600,10,10,1,8,2,3,4,2,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
4,2944,96,31,0,3,5,1,5,2,4,3,5,1,1,3,5,2,0,10,2,0,5,2,4,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
3,1666,47,38,1,4,3,2,3,3,2,3,2,5,1,4,5,1,350,7,4,2,8,4,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
7,1715,17,54,1,5,4,3,3,5,4,5,4,3,4,4,5,4,900,10,9,3,7,5,4,3,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1
6,2611,71,32,1,5,3,3,4,3,4,2,2,4,3,4,4,4,100,8,6,2,9,4,2,3,4,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
2,2417,63,33,1,4,5,1,5,4,2,1,3,2,3,4,1,5,500,9,5,4,9,3,4,1,2,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
7,1438,64,24,1,4,4,2,4,2,5,3,3,3,2,3,2,4,0,6,3,0,6,3,4,1,3,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
5,2558,46,32,1,5,4,4,5,5,4,4,5,4,5,5,5,5,450,10,10,5,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0
4,2460,63,25,1,4,4,2,4,4,5,2,4,5,4,5,5,1,500,10,4,3,8,4,1,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
2,1350,42,57,1,3,5,2,5,4,4,2,4,2,2,4,5,2,320,10,7,2,10,1,5,1,5,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
3,1305,32,42,1,4,5,1,5,5,5,2,4,1,4,3,2,4,400,10,7,2,10,2,4,2,4,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
1,2700,75,26,1,4,3,3,4,3,5,3,2,5,2,3,4,2,350,10,9,2,9,4,5,3,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0
3,2414,50,32,1,5,5,5,4,5,5,5,5,5,4,5,5,4,350,10,10,6,0,5,4,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0
1,2348,69,30,2,3,5,2,3,3,1,4,1,5,3,4,5,2,320,9,8,6,8,5,3,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
6,2200,64,30,0,1,4,3,3,4,3,2,2,5,4,4,5,2,0,8,3,5,9,5,4,2,3,3,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0
2,1698,23,62,1,5,4,1,4,4,4,2,4,2,2,4,2,5,200,8,6,5,10,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
5,1273,57,26,1,4,4,3,4,4,5,2,4,4,4,3,4,2,1000,8,5,4,10,4,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
7,2049,57,33,1,4,5,4,4,5,3,5,2,4,4,2,4,2,0,1,5,2,7,4,2,1,5,4,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
